model,family,framing,arm,signed_alpha,n_pairs,metric,behaviour,base_mean,arm_mean,delta,ci_lo,ci_hi,p_paired_t,p_wilcoxon
qwq,actions,fake,alpha0.3,-0.3,149,density,example-testing,0.2827349277477273,0.251271928815015,-0.03146299893271237,-0.13607589972570924,0.05893618493417068,0.5298758107831176,0.9130704943770139
qwq,actions,fake,alpha0.3,-0.3,149,density,uncertainty-estimation,0.6930601555827316,0.750903363835611,0.057843208252879356,-0.07011696320377875,0.18586582251816963,0.3771663109101341,0.2941039534951414
qwq,actions,fake,alpha0.3,-0.3,149,density,backtracking,0.18047548403294802,0.23899604738999639,0.058520563357048354,-0.00587345844680615,0.12561640014161474,0.07832971635228721,0.09643496904894253
qwq,actions,fake,alpha0.3,-0.3,149,coverage,initializing,0.1374096367311288,0.13385181764884033,-0.003557819082288483,-0.0164344650121639,0.009118619768880941,0.5924051353811312,0.9871479777471415
qwq,actions,fake,alpha0.3,-0.3,149,coverage,deduction,0.499632500494876,0.48979971383817117,-0.009832786656704727,-0.035947334887966184,0.01576551964489298,0.4618374694594781,0.35260687580578154
qwq,actions,fake,alpha0.3,-0.3,149,coverage,adding-knowledge,0.211743029847321,0.22909965160753992,0.01735662176021893,-0.005952681323130206,0.03966641877726213,0.13858234046491305,0.13362252352500364
qwq,actions,fake,alpha0.3,-0.3,149,coverage,example-testing,0.03771302931444244,0.033847677087610675,-0.003865352226831771,-0.015406739024231722,0.007902669355286612,0.5054321743280192,0.7839431460245538
qwq,actions,fake,alpha0.3,-0.3,149,coverage,uncertainty-estimation,0.08816627974577484,0.0863109513070248,-0.0018553284387500246,-0.01842463317266184,0.014480457066033871,0.823854820884629,0.9255830331757645
qwq,actions,fake,alpha0.3,-0.3,149,coverage,backtracking,0.025335523866457012,0.027090188510813087,0.0017546646443560735,-0.006586568084155398,0.010557934415927965,0.6836642004338439,0.6106470032362064
qwq,actions,fake,alpha0.3,-0.3,149,any,initializing,1.0,1.0,0.0,0.0,0.0,,
qwq,actions,fake,alpha0.3,-0.3,149,any,deduction,1.0,1.0,0.0,0.0,0.0,,
qwq,actions,fake,alpha0.3,-0.3,149,any,adding-knowledge,0.9932885906040269,1.0,0.006711409395973154,0.0,0.020134228187919462,0.31894268036747375,
qwq,actions,fake,alpha0.3,-0.3,149,any,example-testing,0.348993288590604,0.348993288590604,0.0,-0.09395973154362416,0.09395973154362416,1.0,1.0
qwq,actions,fake,alpha0.3,-0.3,149,any,uncertainty-estimation,0.7583892617449665,0.7516778523489933,-0.006711409395973154,-0.09395973154362416,0.08053691275167785,0.8846046671881563,0.8840279686806821
qwq,actions,fake,alpha0.3,-0.3,149,any,backtracking,0.3825503355704698,0.4429530201342282,0.06040268456375839,-0.053691275167785234,0.16778523489932887,0.2869843506107569,0.285473830698586
qwq,actions,fake,alpha0.3,-0.3,149,density_testlex,initializing,0.015500098132882764,0.0062273345718064435,-0.009272763561076319,-0.0220723815922777,0.0027467631204235628,0.15431135130463944,0.109375
qwq,actions,fake,alpha0.3,-0.3,149,density_testlex,deduction,0.28754183612704665,0.19113674205807296,-0.0964050940689737,-0.1644417485814971,-0.032670285880347885,0.006487418674639156,0.01669417608141439
qwq,actions,fake,alpha0.3,-0.3,149,density_testlex,adding-knowledge,0.037160860114872955,0.012032250594903867,-0.02512860951996909,-0.04813381047145791,-0.0033971875618090406,0.035439926781803924,0.02667236328125
qwq,actions,fake,alpha0.3,-0.3,149,density_testlex,example-testing,0.008865817338054674,0.0059328525987976085,-0.0029329647392570654,-0.016451150166336574,0.009679917398038203,0.6641961546303122,0.625
qwq,actions,fake,alpha0.3,-0.3,149,density_testlex,uncertainty-estimation,0.086434260002839,0.04418042302462368,-0.04225383697821533,-0.08347286221820495,-0.0010234466532878879,0.053961228807176916,0.07424745140451705
qwq,actions,fake,alpha0.3,-0.3,149,density_testlex,backtracking,0.004361560534740341,0.0,-0.004361560534740341,-0.012182610448848285,0.0,0.22365847224605503,
qwq,actions,fake,alpha0.3,-0.3,149,density_nontest,initializing,0.7944309520660399,0.7654277647458166,-0.029003187320223243,-0.13568125864772448,0.07633742877037221,0.6011680816669949,0.7944197088043601
qwq,actions,fake,alpha0.3,-0.3,149,density_nontest,deduction,3.7936576873368413,4.143459584656826,0.3498018973199843,0.12446402969378706,0.5765525886145538,0.004402320386656025,0.004595259330403487
qwq,actions,fake,alpha0.3,-0.3,149,density_nontest,adding-knowledge,1.656575560823508,1.8515033074659963,0.1949277466424885,-0.01652511730237021,0.38878264617158714,0.059946570469920295,0.03797441247859296
qwq,actions,fake,alpha0.3,-0.3,149,density_nontest,example-testing,0.27386911040967266,0.24533907621621737,-0.028530034193455307,-0.13200693802196214,0.05919905137650174,0.5640857625497411,0.8366656993242462
qwq,actions,fake,alpha0.3,-0.3,149,density_nontest,uncertainty-estimation,0.6066258955798925,0.7067229408109872,0.1000970452310947,-0.028678527955531177,0.2309951621033811,0.13400845288625315,0.14590453025192607
qwq,actions,fake,alpha0.3,-0.3,149,density_nontest,backtracking,0.17611392349820768,0.23899604738999639,0.0628821238917887,4.632818450893048e-05,0.12918359391273243,0.055977306318056926,0.07086870001625221
qwq,actions,fake,alpha0.3,-0.3,149,words,,285.9865771812081,254.98657718120805,-31.0,-62.060906040268456,0.9753355704697868,0.05703418327765473,0.029232413081665402
qwq,actions,fake,alpha0.3,-0.3,149,n_spans_counted,,21.389261744966444,20.409395973154364,-0.9798657718120806,-3.437248322147651,1.4367449664429501,0.43865067685965575,0.3320057172627019
qwq,actions,real,alpha0.05_aware,0.05,149,density,initializing,0.8433833059815325,0.7823014788112714,-0.06108182717026124,-0.1586933705078178,0.036883855212462645,0.22098305077754302,0.36751528099195985
qwq,actions,real,alpha0.05_aware,0.05,149,density,deduction,4.319483415406983,4.017604612819121,-0.30187880258786254,-0.5326794395953466,-0.060323722343087784,0.013888195689073148,0.003485842848690106
qwq,actions,real,alpha0.05_aware,0.05,149,density,adding-knowledge,2.0286416872753024,1.8401094309260366,-0.18853225634926576,-0.3431732504658758,-0.036877645413551124,0.01972976640087413,0.015310533886641406
qwq,actions,real,alpha0.05_aware,0.05,149,density,example-testing,0.1594335346964224,0.29516352915093297,0.1357299944545106,0.0667039320806394,0.198929150393197,0.00013516090420080066,0.00018544538112428015
